ts_us,channel,len,rssi,mac_hash,eapol,head
57269453,11,246,-84,b77a745d83d8dc66,0,80000000ffffffffffff92823d9fb91e
57287594,11,78,-83,4fdaf896e88ee013,0,0822000001005e0000fb92823d9fb91b
57305559,11,161,-83,4fdaf896e88ee013,0,0822000001005e0000fb92823d9fb91b
57324108,11,204,-83,4fdaf896e88ee013,0,50003a013a45515d8ccf92823d9fb91b
57341841,11,204,-83,4fdaf896e88ee013,0,50083a013a45515d8ccf92823d9fb91b
57359982,11,204,-82,4fdaf896e88ee013,0,50083a013a45515d8ccf92823d9fb91b
57378122,11,204,-81,4fdaf896e88ee013,0,50083a013a45515d8ccf92823d9fb91b
57396268,11,204,-83,4fdaf896e88ee013,0,50083a013a45515d8ccf92823d9fb91b
57414403,11,379,-82,0434195e5baafb51,0,0842000001005e7ffffa92823d9fb91a
57432545,11,388,-83,0434195e5baafb51,0,0842000001005e7ffffa92823d9fb91a
57450683,11,451,-83,0434195e5baafb51,0,0842000001005e7ffffa92823d9fb91a
57468827,11,250,-82,0434195e5baafb51,0,80000000ffffffffffff92823d9fb91a
57486965,11,210,-83,4fdaf896e88ee013,0,80000000ffffffffffff92823d9fb91b
57505370,11,210,-84,62cba5f006974d33,0,80000000ffffffffffffd2823d9fb0f0
57523245,11,246,-84,8245151affcd5ae7,0,80000000ffffffffffffd2823d9fb0f1
57541399,11,250,-85,a77d0e51d916c252,0,80000000ffffffffffffd2823d9fb0f2
57559527,11,250,-81,0434195e5baafb51,0,80000000ffffffffffff92823d9fb91a
57621151,11,210,-81,4fdaf896e88ee013,0,80000000ffffffffffff92823d9fb91b
57680578,11,246,-81,b77a745d83d8dc66,0,80000000ffffffffffff92823d9fb91e
57699837,11,34,-82,4fdaf896e88ee013,0,b000d40038a5c974683592823d9fb91b
57716685,11,34,-81,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57734663,11,34,-77,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57752619,11,34,-80,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57770585,11,246,-80,b77a745d83d8dc66,0,80000000ffffffffffff92823d9fb91e
57788728,11,34,-82,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57806695,11,34,-81,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57824674,11,34,-82,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57842627,11,34,-82,4fdaf896e88ee013,0,b000d40038a5c974683592823d9fb91b
57860596,11,34,-82,4fdaf896e88ee013,0,b008d40038a5c974683592823d9fb91b
57879058,1,106,-74,e8c5cf156aff9e47,0,884a300054f15f925571f2823d9fb944
57896563,1,106,-75,e8c5cf156aff9e47,0,884a300054f15f925571f2823d9fb944
57968887,1,240,-87,073f5c892f09b077,0,50083a0124e853873ebe32823d9fc367
57986854,1,240,-87,073f5c892f09b077,0,50083a0124e853873ebe32823d9fc367
58004820,1,240,-89,073f5c892f09b077,0,50083a0124e853873ebe32823d9fc367
58022784,1,240,-87,073f5c892f09b077,0,50083a0124e853873ebe32823d9fc367
58040755,1,240,-87,073f5c892f09b077,0,50083a0124e853873ebe32823d9fc367
58058718,1,246,-66,ec0737fa706cfca5,0,80000000ffffffffffffb2823d9fb1d0
